slug,candidate,filename,wikimedia_title,author,license,source_url,width,height
28-cricket-providence,6,28-cricket-providence-candidate-6.jpg,File:Providence Stadium inside.jpg,No machine-readable author provided. FrWaters assumed (based on copyright claims,CC BY 2.5,https://commons.wikimedia.org/wiki/File:Providence_Stadium_inside.jpg,1024,768
28-cricket-providence,7,28-cricket-providence-candidate-7.jpg,File:The Vice President; Shri Bhairon Singh Shekhawat addressing dedication ceremony of Providence Stadium in Guyana on November 08; 2006.jpg,Vice President's Secretariat ,GODL-India,https://commons.wikimedia.org/wiki/File:The_Vice_President,_Shri_Bhairon_Singh_Shekhawat_addressing_dedication_ceremony_of_Providence_Stadium_in_Guyana_on_November_08,_2006.jpg,1900,1214
28-cricket-providence,8,28-cricket-providence-candidate-8.jpg,File:The Vice President; Shri Bhairon Singh Shekhawat inaugurating the Providence Stadium in Guyana on November 08; 2006.jpg,Vice President's Secretariat ,GODL-India,https://commons.wikimedia.org/wiki/File:The_Vice_President,_Shri_Bhairon_Singh_Shekhawat_inaugurating_the_Providence_Stadium_in_Guyana_on_November_08,_2006.jpg,1900,1303
30-mashramani,1,30-mashramani-candidate-1.jpg,File:Mashramani-in-Guyana-2007-by-GuyaneseTavern.jpg,King sheik at English Wikipedia,Public domain,https://commons.wikimedia.org/wiki/File:Mashramani-in-Guyana-2007-by-GuyaneseTavern.jpg,2304,1736
30-mashramani,2,30-mashramani-candidate-2.jpg,File:Troop Level Radar during rehearsal of Republic Day Parade 2018.jpg,PIB,GODL-India,https://commons.wikimedia.org/wiki/File:Troop_Level_Radar_during_rehearsal_of_Republic_Day_Parade_2018.jpg,2200,1689
30-mashramani,3,30-mashramani-candidate-3.jpg,File:Republic day 2023 img2.jpg,Government of India,GODL-India,https://commons.wikimedia.org/wiki/File:Republic_day_2023_img2.jpg,3576,2536
30-mashramani,4,30-mashramani-candidate-4.jpg,File:Republic Day in Anıtkabir.jpg,Atasoy.emrah,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Republic_Day_in_Anıtkabir.jpg,3264,4928
30-mashramani,5,30-mashramani-candidate-5.png,File:Republic day (2023).png,Khushibhardwajactorofficial,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Republic_day_(2023).png,1280,1280
30-mashramani,6,30-mashramani-candidate-6.jpg,File:A dog jumping through a ring of fire at a Republic Day celebration in Nagapattinam.jpg,Matthew T Rader,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:A_dog_jumping_through_a_ring_of_fire_at_a_Republic_Day_celebration_in_Nagapattinam.jpg,2407,1605
30-mashramani,7,30-mashramani-candidate-7.jpg,File:BrahMos missiles during rehearsal of Republic Day Parade 2018.jpg,PIB,GODL-India,https://commons.wikimedia.org/wiki/File:BrahMos_missiles_during_rehearsal_of_Republic_Day_Parade_2018.jpg,2200,1616
30-mashramani,8,30-mashramani-candidate-8.jpg,File:Republic Day 2016.jpg,MD Sumro,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Republic_Day_2016.jpg,2112,1382
30-mashramani,9,30-mashramani-candidate-9.jpg,File:Parade in the streets of Santa Marta DVIDS112742.jpg,Petty Officer 2nd Class William Parker,Public domain,https://commons.wikimedia.org/wiki/File:Parade_in_the_streets_of_Santa_Marta_DVIDS112742.jpg,4288,2848
31-pork-knocker,1,31-pork-knocker-candidate-1.jpg,File:Tailings ponds from gold mining - Guyana (23035937753).jpg,Dan Sloan,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Tailings_ponds_from_gold_mining_-_Guyana_(23035937753).jpg,3780,2520
31-pork-knocker,2,31-pork-knocker-candidate-2.jpg,File:Tailings ponds from gold mining - Guyana (23580564021).jpg,Dan Sloan,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Tailings_ponds_from_gold_mining_-_Guyana_(23580564021).jpg,3249,2166
31-pork-knocker,3,31-pork-knocker-candidate-3.jpg,File:Gold Mining near Mahdia - panoramio.jpg,Marco Farouk Basir,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Gold_Mining_near_Mahdia_-_panoramio.jpg,1600,1063
31-pork-knocker,5,31-pork-knocker-candidate-5.jpg,File:Gold Mininng near Mahdia - panoramio.jpg,Marco Farouk Basir,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Gold_Mininng_near_Mahdia_-_panoramio.jpg,1600,1065
31-pork-knocker,6,31-pork-knocker-candidate-6.jpg,File:20191123 Guyana 0197 Fort Island sRGB.jpg,Dan Lundberg,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:20191123_Guyana_0197_Fort_Island_sRGB.jpg,5472,3648
31-pork-knocker,7,31-pork-knocker-candidate-7.jpg,File:20191121 Guyana 0062 Georgetown sRGB (49295972987).jpg,Dan Lundberg,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:20191121_Guyana_0062_Georgetown_sRGB_(49295972987).jpg,5472,3648
31-pork-knocker,8,31-pork-knocker-candidate-8.jpg,File:20191123 Guyana 0203 Fort Island sRGB.jpg,Dan Lundberg,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:20191123_Guyana_0203_Fort_Island_sRGB.jpg,5472,3648
31-pork-knocker,11,31-pork-knocker-candidate-11.jpg,File:Land of Many Waters and Much Sediment (154830).jpg,NASA Earth Observatory image by Wanmei Liang; using Landsat data from the U.S. G,Public domain,https://commons.wikimedia.org/wiki/File:Land_of_Many_Waters_and_Much_Sediment_(154830).jpg,1136,757
32-sugar-estate,9,32-sugar-estate-candidate-9.jpg,File:Haslington - St Matthew's Church - May 2025.jpg,Dominic Nelson,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Haslington_-_St_Matthew's_Church_-_May_2025.jpg,6008,5389
32-sugar-estate,11,32-sugar-estate-candidate-11.jpg,File:Haslington School.jpg,Samuel Pedley took the picture; I think; my Grandfather; died 1937 approx,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Haslington_School.jpg,1032,768
32-sugar-estate,12,32-sugar-estate-candidate-12.jpg,File:Haslington - St Matthew's Church front door - May 2025.jpg,Dominic Nelson,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Haslington_-_St_Matthew's_Church_front_door_-_May_2025.jpg,4000,6000
07-bandstand,1,07-bandstand-candidate-1.jpg,File:Guyana Botanical Gardens - Georgetown (23625575976).jpg,Dan Sloan,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Guyana_Botanical_Gardens_-_Georgetown_(23625575976).jpg,5472,3648
07-bandstand,3,07-bandstand-candidate-3.jpg,File:Promenade Gardens (13904187053).jpg,David Stanley from Nanaimo; Canada,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Promenade_Gardens_(13904187053).jpg,1024,768
07-bandstand,4,07-bandstand-candidate-4.jpg,File:Water fountain in Promenade Gardens Guyana 1.jpg,John Cray,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Water_fountain_in_Promenade_Gardens_Guyana_1.jpg,3000,4000
07-bandstand,5,07-bandstand-candidate-5.jpg,File:Water fountain in Promenade Gardens Guyana.jpg,John Cray,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Water_fountain_in_Promenade_Gardens_Guyana.jpg,3000,4000
07-bandstand,6,07-bandstand-candidate-6.jpg,File:Promenade Gardens; St Annes-on-Sea-geograph-1677473-by-Terry-Robinson.jpg,Terry Robinson,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Promenade_Gardens,_St_Annes-on-Sea-geograph-1677473-by-Terry-Robinson.jpg,1932,2576
07-bandstand,11,07-bandstand-candidate-11.jpg,File:Guyana Botanical Gardens - Georgetown (23025113954).jpg,Dan Sloan,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Guyana_Botanical_Gardens_-_Georgetown_(23025113954).jpg,2699,4049
07-bandstand,12,07-bandstand-candidate-12.jpg,File:Guyana Botanical Gardens - Georgetown (23023494554).jpg,Dan Sloan,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Guyana_Botanical_Gardens_-_Georgetown_(23023494554).jpg,5472,3648
08-pegasus,9,08-pegasus-candidate-9.jpg,File:Exercise TRADEWINDS 23 230719-D-FK338-1270.jpg,Alexandra Proulx,Public domain,https://commons.wikimedia.org/wiki/File:Exercise_TRADEWINDS_23_230719-D-FK338-1270.jpg,6755,4503
10-cuffy,1,10-cuffy-candidate-1.jpg,File:1763 Monument.jpg,Spiralwidget,CC0,https://commons.wikimedia.org/wiki/File:1763_Monument.jpg,3472,4624
13-kitty-area,9,13-kitty-area-candidate-9.jpg,File:Historic Georgetown; Colorado.jpg,Tony Webster,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Historic_Georgetown,_Colorado.jpg,7885,5259
16-berbice-photo,1,16-berbice-photo-candidate-1.jpg,File:Street in central New Amsterdam; Guyana.jpg,Ian Mackenzie,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Street_in_central_New_Amsterdam,_Guyana.jpg,3456,2304
16-berbice-photo,2,16-berbice-photo-candidate-2.png,File:New Amsterdam; Guyana banner.png,Ian Mackenzie,CC BY 2.0,https://commons.wikimedia.org/wiki/File:New_Amsterdam,_Guyana_banner.png,2100,300
16-berbice-photo,3,16-berbice-photo-candidate-3.jpg,File:New Amsterdam Guyana houses.jpg,Ian Mackenzie,CC BY 2.0,https://commons.wikimedia.org/wiki/File:New_Amsterdam_Guyana_houses.jpg,3456,2304
16-berbice-photo,5,16-berbice-photo-candidate-5.jpg,File:Canje River; Guyana.jpg,User:Loriski,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Canje_River,_Guyana.jpg,3648,2736
16-berbice-photo,7,16-berbice-photo-candidate-7.jpg,File:AMH-6911-KB Map of a new fort near Nieuw Amsterdam; Berbice.jpg,Jakob van der Schley,Public domain,https://commons.wikimedia.org/wiki/File:AMH-6911-KB_Map_of_a_new_fort_near_Nieuw_Amsterdam,_Berbice.jpg,2400,1674
16-berbice-photo,9,16-berbice-photo-candidate-9.png,File:Guyana Region 6 East Berbice-Corentyne Map.png,SurinameCentral,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Guyana_Region_6_East_Berbice-Corentyne_Map.png,6120,7920
16-berbice-photo,10,16-berbice-photo-candidate-10.png,File:Guyana Region 6 - East Berbice - Corentyne.png,SurinameCentral,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Guyana_Region_6_-_East_Berbice_-_Corentyne.png,5952,7691
16-berbice-photo,11,16-berbice-photo-candidate-11.png,File:Guyana - Region 6 East Berbice-Corentyne Map Neutral.png,SurinameCentral,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Guyana_-_Region_6_East_Berbice-Corentyne_Map_Neutral.png,6120,7920
19-offshore-oil,1,19-offshore-oil-candidate-1.png,File:Stabroek and Block 58 in Suriname-Guyana Basin Offshore map.png,SurinameCentral,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Stabroek_and_Block_58_in_Suriname-Guyana_Basin_Offshore_map.png,7920,6120
19-offshore-oil,2,19-offshore-oil-candidate-2.png,File:Venezuela Guyana dispute with Stabroek Block.png,SurinameCentral,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Venezuela_Guyana_dispute_with_Stabroek_Block.png,7920,6120
19-offshore-oil,3,19-offshore-oil-candidate-3.jpg,File:USS Normandy sails Stabroek Block off coast of Guyana (8943050).jpg,U.S. Navy photo by Petty Officer 2nd Class Dylan Kinee,Public domain,https://commons.wikimedia.org/wiki/File:USS_Normandy_sails_Stabroek_Block_off_coast_of_Guyana_(8943050).jpg,6416,3609
19-offshore-oil,4,19-offshore-oil-candidate-4.png,File:Guyana's offshore mineral exploration blocks; producing vessels; and proposed projects in the Stabroek block (May 2024) (53736542101).png,U.S. Energy Information Administration,Public domain,https://commons.wikimedia.org/wiki/File:Guyana's_offshore_mineral_exploration_blocks,_producing_vessels,_and_proposed_projects_in_the_Stabroek_block_(May_2024)_(53736542101).png,950,882
19-offshore-oil,5,19-offshore-oil-candidate-5.jpg,File:USS Normandy sails Starbroek Block off coast of Guyana (8943055).jpg,U.S. Navy photo by Petty Officer 2nd Class Dylan Kinee,Public domain,https://commons.wikimedia.org/wiki/File:USS_Normandy_sails_Starbroek_Block_off_coast_of_Guyana_(8943055).jpg,6104,3434
19-offshore-oil,6,19-offshore-oil-candidate-6.jpg,File:USS Normandy sails Starbroek Block off coast of Guyana (8943052).jpg,U.S. Navy photo by Petty Officer 2nd Class Dylan Kinee,Public domain,https://commons.wikimedia.org/wiki/File:USS_Normandy_sails_Starbroek_Block_off_coast_of_Guyana_(8943052).jpg,6272,3968
19-offshore-oil,7,19-offshore-oil-candidate-7.jpg,File:USS Normandy sails Starbroek Block off coast of Guyana (8943053).jpg,U.S. Navy photo by Petty Officer 2nd Class Dylan Kinee,Public domain,https://commons.wikimedia.org/wiki/File:USS_Normandy_sails_Starbroek_Block_off_coast_of_Guyana_(8943053).jpg,5882,3849
19-offshore-oil,8,19-offshore-oil-candidate-8.jpg,File:USS Normandy sails Starbroek Block off coast of Guyana (8943051).jpg,U.S. Navy photo by Petty Officer 2nd Class Dylan Kinee,Public domain,https://commons.wikimedia.org/wiki/File:USS_Normandy_sails_Starbroek_Block_off_coast_of_Guyana_(8943051).jpg,6269,3526
26-state-house,1,26-state-house-candidate-1.jpg,File:Georgetown (23543047122).jpg,Dan Sloan,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Georgetown_(23543047122).jpg,5472,3648
26-state-house,3,26-state-house-candidate-3.jpg,File:State House (13900852764).jpg,David Stanley from Nanaimo; Canada,CC BY 2.0,https://commons.wikimedia.org/wiki/File:State_House_(13900852764).jpg,1024,768
26-state-house,4,26-state-house-candidate-4.jpg,File:Kit Nascimento on 13 December 2024.jpg,Spiralwidget,CC0,https://commons.wikimedia.org/wiki/File:Kit_Nascimento_on_13_December_2024.jpg,1280,960
26-state-house,7,26-state-house-candidate-7.jpg,File:LAMAT 2026 advances regional security; health care capacity in Guyana (9590926).jpg,U.S. Air Force photo by [null Courtesy],Public domain,https://commons.wikimedia.org/wiki/File:LAMAT_2026_advances_regional_security,_health_care_capacity_in_Guyana_(9590926).jpg,5486,3657
26-state-house,8,26-state-house-candidate-8.jpg,File:LAMAT 2026 advances regional security; health care capacity in Guyana (9590920).jpg,U.S. Air Force photo by Staff Sgt. Abbey Rieves,Public domain,https://commons.wikimedia.org/wiki/File:LAMAT_2026_advances_regional_security,_health_care_capacity_in_Guyana_(9590920).jpg,3936,2624
26-state-house,9,26-state-house-candidate-9.jpg,File:Obama at Georgetown University talk on poverty.jpg,Official White House Photo by Pete Souza,Public domain,https://commons.wikimedia.org/wiki/File:Obama_at_Georgetown_University_talk_on_poverty.jpg,2800,1867
26-state-house,12,26-state-house-candidate-12.jpg,File:Georgetown celebrated sesquicentennial convocation. Washington; D.C.; June 5. The Rev. Edmund Walsh; President of Georgetown University addressing the delegates to Georgetown University's LCCN2016875751.jpg,Harris &amp; Ewing; photographer,Public domain,https://commons.wikimedia.org/wiki/File:Georgetown_celebrated_sesquicentennial_convocation._Washington,_D.C.,_June_5._The_Rev._Edmund_Walsh,_President_of_Georgetown_University_addressing_the_delegates_to_Georgetown_University's_LCCN2016875751.jpg,10038,7960
27-walter-roth,1,27-walter-roth-candidate-1.jpg,File:Walter Roth Museum of Anthropology (13695446384).jpg,David Stanley from Nanaimo; Canada,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Walter_Roth_Museum_of_Anthropology_(13695446384).jpg,1024,768
27-walter-roth,5,27-walter-roth-candidate-5.jpg,File:Two men Demerara.jpg,Unknown authorUnknown author,Public domain,https://commons.wikimedia.org/wiki/File:Two_men_Demerara.jpg,803,1200
27-walter-roth,6,27-walter-roth-candidate-6.jpg,File:Sitting woman Demerara (1).jpg,Unknown authorUnknown author,Public domain,https://commons.wikimedia.org/wiki/File:Sitting_woman_Demerara_(1).jpg,803,1200
27-walter-roth,7,27-walter-roth-candidate-7.jpg,File:Sitting woman Demerara (2).jpg,Unknown authorUnknown author,Public domain,https://commons.wikimedia.org/wiki/File:Sitting_woman_Demerara_(2).jpg,803,1200
27-walter-roth,8,27-walter-roth-candidate-8.jpg,File:Standing woman Demerara.jpg,Unknown authorUnknown author,Public domain,https://commons.wikimedia.org/wiki/File:Standing_woman_Demerara.jpg,803,1200
28-cricket-providence,1,28-cricket-providence-candidate-1.jpg,File:Providence Stadium outside.jpg,No machine-readable author provided. FrWaters assumed (based on copyright claims,CC BY 2.5,https://commons.wikimedia.org/wiki/File:Providence_Stadium_outside.jpg,931,516
28-cricket-providence,2,28-cricket-providence-candidate-2.jpg,File:Guyana National Stadium from Air - panoramio.jpg,Marco Farouk Basir,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Guyana_National_Stadium_from_Air_-_panoramio.jpg,1600,1200
28-cricket-providence,4,28-cricket-providence-candidate-4.jpg,File:One Day Cricket - panoramio.jpg,Marco Farouk Basir,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:One_Day_Cricket_-_panoramio.jpg,1600,915
28-cricket-providence,6,28-cricket-providence-candidate-6.jpg,File:Providence Stadium inside.jpg,No machine-readable author provided. FrWaters assumed (based on copyright claims,CC BY 2.5,https://commons.wikimedia.org/wiki/File:Providence_Stadium_inside.jpg,1024,768
28-cricket-providence,7,28-cricket-providence-candidate-7.jpg,File:The Vice President; Shri Bhairon Singh Shekhawat addressing dedication ceremony of Providence Stadium in Guyana on November 08; 2006.jpg,Vice President's Secretariat ,GODL-India,https://commons.wikimedia.org/wiki/File:The_Vice_President,_Shri_Bhairon_Singh_Shekhawat_addressing_dedication_ceremony_of_Providence_Stadium_in_Guyana_on_November_08,_2006.jpg,1900,1214
28-cricket-providence,8,28-cricket-providence-candidate-8.jpg,File:The Vice President; Shri Bhairon Singh Shekhawat inaugurating the Providence Stadium in Guyana on November 08; 2006.jpg,Vice President's Secretariat ,GODL-India,https://commons.wikimedia.org/wiki/File:The_Vice_President,_Shri_Bhairon_Singh_Shekhawat_inaugurating_the_Providence_Stadium_in_Guyana_on_November_08,_2006.jpg,1900,1303
30-mashramani,1,30-mashramani-candidate-1.jpg,File:Mashramani-in-Guyana-2007-by-GuyaneseTavern.jpg,King sheik at English Wikipedia,Public domain,https://commons.wikimedia.org/wiki/File:Mashramani-in-Guyana-2007-by-GuyaneseTavern.jpg,2304,1736
30-mashramani,2,30-mashramani-candidate-2.jpg,File:Troop Level Radar during rehearsal of Republic Day Parade 2018.jpg,PIB,GODL-India,https://commons.wikimedia.org/wiki/File:Troop_Level_Radar_during_rehearsal_of_Republic_Day_Parade_2018.jpg,2200,1689
30-mashramani,3,30-mashramani-candidate-3.jpg,File:Republic day 2023 img2.jpg,Government of India,GODL-India,https://commons.wikimedia.org/wiki/File:Republic_day_2023_img2.jpg,3576,2536
30-mashramani,4,30-mashramani-candidate-4.jpg,File:Republic Day in Anıtkabir.jpg,Atasoy.emrah,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Republic_Day_in_Anıtkabir.jpg,3264,4928
30-mashramani,5,30-mashramani-candidate-5.png,File:Republic day (2023).png,Khushibhardwajactorofficial,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Republic_day_(2023).png,1280,1280
30-mashramani,6,30-mashramani-candidate-6.jpg,File:A dog jumping through a ring of fire at a Republic Day celebration in Nagapattinam.jpg,Matthew T Rader,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:A_dog_jumping_through_a_ring_of_fire_at_a_Republic_Day_celebration_in_Nagapattinam.jpg,2407,1605
30-mashramani,7,30-mashramani-candidate-7.jpg,File:BrahMos missiles during rehearsal of Republic Day Parade 2018.jpg,PIB,GODL-India,https://commons.wikimedia.org/wiki/File:BrahMos_missiles_during_rehearsal_of_Republic_Day_Parade_2018.jpg,2200,1616
30-mashramani,8,30-mashramani-candidate-8.jpg,File:Republic Day 2016.jpg,MD Sumro,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Republic_Day_2016.jpg,2112,1382
30-mashramani,9,30-mashramani-candidate-9.jpg,File:Parade in the streets of Santa Marta DVIDS112742.jpg,Petty Officer 2nd Class William Parker,Public domain,https://commons.wikimedia.org/wiki/File:Parade_in_the_streets_of_Santa_Marta_DVIDS112742.jpg,4288,2848
31-pork-knocker,1,31-pork-knocker-candidate-1.jpg,File:Tailings ponds from gold mining - Guyana (23035937753).jpg,Dan Sloan,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Tailings_ponds_from_gold_mining_-_Guyana_(23035937753).jpg,3780,2520
31-pork-knocker,2,31-pork-knocker-candidate-2.jpg,File:Tailings ponds from gold mining - Guyana (23580564021).jpg,Dan Sloan,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Tailings_ponds_from_gold_mining_-_Guyana_(23580564021).jpg,3249,2166
31-pork-knocker,3,31-pork-knocker-candidate-3.jpg,File:Gold Mining near Mahdia - panoramio.jpg,Marco Farouk Basir,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Gold_Mining_near_Mahdia_-_panoramio.jpg,1600,1063
31-pork-knocker,5,31-pork-knocker-candidate-5.jpg,File:Gold Mininng near Mahdia - panoramio.jpg,Marco Farouk Basir,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Gold_Mininng_near_Mahdia_-_panoramio.jpg,1600,1065
31-pork-knocker,6,31-pork-knocker-candidate-6.jpg,File:20191123 Guyana 0197 Fort Island sRGB.jpg,Dan Lundberg,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:20191123_Guyana_0197_Fort_Island_sRGB.jpg,5472,3648
31-pork-knocker,7,31-pork-knocker-candidate-7.jpg,File:20191121 Guyana 0062 Georgetown sRGB (49295972987).jpg,Dan Lundberg,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:20191121_Guyana_0062_Georgetown_sRGB_(49295972987).jpg,5472,3648
31-pork-knocker,8,31-pork-knocker-candidate-8.jpg,File:20191123 Guyana 0203 Fort Island sRGB.jpg,Dan Lundberg,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:20191123_Guyana_0203_Fort_Island_sRGB.jpg,5472,3648
31-pork-knocker,11,31-pork-knocker-candidate-11.jpg,File:Land of Many Waters and Much Sediment (154830).jpg,NASA Earth Observatory image by Wanmei Liang; using Landsat data from the U.S. G,Public domain,https://commons.wikimedia.org/wiki/File:Land_of_Many_Waters_and_Much_Sediment_(154830).jpg,1136,757
32-sugar-estate,9,32-sugar-estate-candidate-9.jpg,File:Haslington - St Matthew's Church - May 2025.jpg,Dominic Nelson,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Haslington_-_St_Matthew's_Church_-_May_2025.jpg,6008,5389
32-sugar-estate,11,32-sugar-estate-candidate-11.jpg,File:Haslington School.jpg,Samuel Pedley took the picture; I think; my Grandfather; died 1937 approx,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Haslington_School.jpg,1032,768
32-sugar-estate,12,32-sugar-estate-candidate-12.jpg,File:Haslington - St Matthew's Church front door - May 2025.jpg,Dominic Nelson,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Haslington_-_St_Matthew's_Church_front_door_-_May_2025.jpg,4000,6000
